CC,AS,start,uids,first_isp,googlepdns,cloudflare,opendns,quad9,level3,neustar,he,first_others,nb_https,nb_AAAA,nb_A,nb_A_dup,nb_dup_A,dups_isp,dups_pdns,isp_pdns,isp_others,dups_others,dups_long,zombie_1,zombie_2,z_ISP,z_PDNS,z_others,first_3s,first_10s,sum_delay,max_delay
UA,AS31173,1738060200,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7053580284118652,0.7053580284118652
SK,AS61424,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9944350719451904,0.9944350719451904
KE,AS328835,1738060200,2,0,0,0,0,0,0,0,0,2,0,0,2,2,43,0,0,0,0,9,0,0,0,0,0,0,0,0,1.7938199043273926,1.0771629810333252
PL,AS198777,1738045800,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9988999366760254,0.9988999366760254
PL,AS61233,1738060200,3,0,0,0,0,0,0,0,0,3,3,0,3,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1.343686819076538,0.6141769886016846
RU,AS51659,1738053000,2,0,0,2,0,0,0,0,0,0,1,2,2,1,79,0,0,0,0,0,8,0,0,0,0,0,0,0,2.593790054321289,2.2779409885406494
RU,AS51659,1738060200,2,0,0,2,0,0,0,0,0,0,0,2,2,2,95,0,0,0,0,0,16,0,0,0,0,0,0,1,5.854625940322876,4.126765012741089
BG,AS58079,1738060200,5,5,0,0,0,0,0,0,0,0,0,0,5,5,18,4,0,1,0,0,0,0,0,0,0,0,0,0,4.401515960693359,1.4896800518035889
PL,AS199451,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724869966506958,0.724869966506958
PL,AS199451,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36025500297546387,0.36025500297546387
PL,AS201776,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,AS44407,1738060200,29,13,15,0,0,0,0,0,0,1,21,4,29,17,158,40,1,0,0,6,0,0,0,0,0,0,0,0,22.128746509552002,2.4495580196380615
UA,AS20536,1738060200,8,0,0,0,0,0,0,0,0,8,0,0,8,8,8,0,0,0,0,6,2,0,0,0,0,0,0,0,5.604504823684692,1.1345000267028809
GB,AS203649,1738024200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0123839378356934,1.0123839378356934
IT,AS62009,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,AS48473,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823529720306396,0.9823529720306396
SK,AS48473,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS202440,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS48951,1738053000,7,0,2,0,2,3,0,0,0,0,4,0,7,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,5.792957067489624,1.6217401027679443
AO,AS32717,1738045800,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5042459964752197,1.5042459964752197
AO,AS32717,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AO,AS32717,1738060200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7153799533843994,0.7153799533843994
PL,AS201776,1738053000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1980869770050049,1.1980869770050049
PL,AS201776,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5973610877990723,1.5973610877990723
ES,AS212052,1738024200,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5467019081115723,0.5467019081115723
ES,AS212052,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS202440,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.934628963470459,0.934628963470459
ES,AS202440,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE,AS19905,1738060200,1,0,0,0,0,0,0,0,0,1,0,0,1,1,33,0,0,0,0,13,0,0,0,0,0,0,0,0,0.8482370376586914,0.8482370376586914
PL,AS197721,1738060200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030951976776123,1.030951976776123
PL,AS51931,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9374508857727051,0.9374508857727051
UA,AS202756,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41821908950805664,0.41821908950805664
UA,AS202756,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS394089,1738053000,3,0,3,0,0,0,0,0,0,0,2,3,3,3,7,0,1,0,0,0,3,0,0,0,0,0,0,0,2.1030070781707764,0.9290130138397217
PL,AS394089,1738060200,2,0,0,0,0,0,1,0,0,1,0,2,2,2,14,0,0,0,0,2,5,0,0,0,0,0,0,0,1.836026906967163,0.9516220092773438
ZA,AS328349,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208794116973877,1.208794116973877
ZA,AS329317,1738060200,3,0,3,0,0,0,0,0,0,0,0,1,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2.510877847671509,1.1362569332122803
GB,AS203649,1738031400,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9383978843688965,0.9383978843688965
TZ,AS327771,1738060200,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9402620792388916,0.9402620792388916
IT,AS44747,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6641850471496582,0.6641850471496582
IT,AS44747,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS34937,1738053000,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1093719005584717,0.6123249530792236
RO,AS206382,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47902488708496094,0.47902488708496094
RO,AS206382,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1032838821411133,1.1032838821411133
RO,AS206382,1738045800,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3320629596710205,0.3320629596710205
RO,AS206382,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,AS174,1738060200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7964320182800293,0.7964320182800293
IT,AS62009,1738060200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5888590812683105,0.5888590812683105
AT,AS39878,1738060200,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1154661178588867,1.1154661178588867
FR,AS21769,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS34937,1738060200,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6409530639648438,0.6409530639648438
LT,AS56847,1738031400,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091041088104248,1.091041088104248
LT,AS56847,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS328278,1738060200,4,0,0,4,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.844879150390625,1.1276071071624756
ES,AS204303,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG,AS51189,1738053000,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4639930725097656,0.4639930725097656
BG,AS51189,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS212052,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5229909420013428,0.5229909420013428
ES,AS212052,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,AS198612,1738060200,3,0,3,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7256970405578613,0.972567081451416
PL,AS216323,1738053000,4,0,0,1,0,0,0,0,0,3,0,0,4,3,9,0,0,0,0,8,1,0,0,0,0,0,0,0,2.135918140411377,0.6885221004486084
PL,AS216323,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6895880699157715,0.6895880699157715
GB,AS30847,1738024200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76603102684021,0.76603102684021
GB,AS30847,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS198777,1738053000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3702669143676758,0.3702669143676758
DE,AS211873,1738060200,26,0,0,0,0,0,0,0,0,26,1,23,26,26,76,0,0,0,0,62,0,0,0,0,0,0,0,0,18.56339740753174,2.0471620559692383
IE,AS49221,1738031400,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9249460697174072,0.9249460697174072
IE,AS49221,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5997850894927979,0.5997850894927979
FI,AS201139,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,AS328349,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7348330020904541,0.7348330020904541
PT,AS43887,1738060200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46857500076293945,0.46857500076293945
IE,AS49221,1738045800,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905351161956787,0.8905351161956787
IE,AS49221,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS205813,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS0,1738031400,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46354198455810547,0.46354198455810547
CZ,AS35361,1738060200,7,4,3,0,0,0,0,0,0,0,1,0,7,6,9,4,0,4,0,0,0,0,0,0,0,0,0,0,5.134696006774902,1.110793113708496
BE,AS203329,1738060200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353560924530029,0.7353560924530029
UA,AS51875,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IE,AS49221,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6178309917449951,0.6178309917449951
BE,AS201004,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS20633,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,AS6720,1738053000,7,4,3,0,0,0,0,0,0,0,3,0,7,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,6.0458290576934814,1.5166609287261963
AT,AS6720,1738060200,7,6,1,0,0,0,0,0,0,0,1,0,7,4,27,16,0,0,0,0,0,0,0,0,0,0,0,0,4.912757873535156,1.2901248931884766
PL,AS198777,1738060200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8045530319213867,0.8045530319213867
DE,AS6663,1738060200,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8557789325714111,0.8557789325714111
ZA,AS329455,1738053000,3,0,2,1,0,0,0,0,0,0,0,0,3,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2.386154890060425,1.0028369426727295
NO,AS42175,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,AS48904,1738060200,5,5,0,0,0,0,0,0,0,0,5,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,6.3653881549835205,4.010709047317505
NO,AS42175,1738060200,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1311171054840088,1.1311171054840088
RO,AS214530,1738031400,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15760588645935059,0.15760588645935059
RO,AS214530,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS44284,1738060200,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39311909675598145,0.39311909675598145
GB,AS215540,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32682299613952637,0.32682299613952637
CH,AS60804,1738053000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4149460792541504,0.4149460792541504
GB,AS215540,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32953596115112305,0.32953596115112305
GB,AS215540,1738053000,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3720500469207764,1.3720500469207764
GB,AS215540,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI,AS201139,1738053000,2,0,0,2,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.283015012741089,2.236377000808716
FR,AS57633,1738060200,2,0,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6852140426635742,0.5086750984191895
DE,AS204445,1738053000,3,0,0,0,0,3,0,0,0,0,2,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,2.3894400596618652,1.0076169967651367
DE,AS204445,1738060200,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6932640075683594,0.6932640075683594
GM,AS329179,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6715879440307617,0.6715879440307617
ES,AS59723,1738053000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8932979106903076,0.8932979106903076
ES,AS59723,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS212052,1738053000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9154589176177979,0.9154589176177979
ES,AS212052,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS208538,1738060200,4,3,1,0,0,0,0,0,0,0,0,0,4,4,15,3,1,0,0,0,0,0,0,0,0,0,0,0,3.7637593746185303,1.452789068222046
RU,AS56630,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8911800384521484,1.8911800384521484
AT,AS12895,1738060200,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6012918949127197,0.6012918949127197
RO,AS35267,1738060200,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17583394050598145,0.17583394050598145
LV,AS51249,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LV,AS51249,1738024200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4183170795440674,0.4183170795440674
LV,AS51249,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS213230,1738060200,1,0,0,1,0,0,0,0,0,0,0,1,1,1,11,0,0,0,0,0,4,0,0,0,0,0,0,0,1.4763529300689697,1.4763529300689697
ZA,AS328882,1738038600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,AS327798,1738060200,3,0,0,0,0,0,0,0,0,3,0,0,3,2,9,0,0,0,0,4,2,0,0,0,0,0,0,3,40.83127808570862,15.279109001159668
UA,AS208038,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0452148914337158,1.0452148914337158
PL,AS200889,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4331541061401367,0.4331541061401367
PL,AS200889,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0462119579315186,1.0462119579315186
RU,AS35830,1738024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
ES,AS207412,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2200980186462402,2.2200980186462402
DE,AS64269,1738024200,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7186539173126221,0.7186539173126221
DE,AS64269,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS51903,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10988497734069824,0.10988497734069824
ES,AS212714,1738017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,AS51903,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5020749568939209,0.5020749568939209
UA,AS51903,1738053000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5534079074859619,0.5534079074859619
UA,AS51903,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0168519020080566,1.0168519020080566
UG,AS29032,1738060200,16,11,5,0,0,0,0,0,0,0,5,0,16,1,6,0,0,0,0,0,4,0,0,0,0,0,0,1,13.85759949684143,3.218256950378418
CA,AS46562,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS210546,1738060200,4,0,1,3,0,0,0,0,0,0,0,4,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3.576070785522461,1.1202609539031982
PL,AS59782,1738060200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37772297859191895,0.37772297859191895
GB,AS8530,1738060200,2,0,2,0,0,0,0,0,0,0,0,2,2,2,10,0,2,0,0,0,3,0,0,0,0,0,0,0,1.2554819583892822,0.7135848999023438
MW,AS36969,1738060200,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0893969535827637,2.0893969535827637
PL,AS203821,1738060200,5,0,5,0,0,0,0,0,0,0,0,0,5,5,16,0,5,0,0,3,0,0,0,0,0,0,0,0,2.7914907932281494,0.7707688808441162
LV,AS51249,1738038600,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4944779872894287,0.4944779872894287
LV,AS51249,1738045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LV,AS51249,1738053000,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7235879898071289,0.7235879898071289
LV,AS51249,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,AS34252,1738053000,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5792829990386963,0.5792829990386963
PL,AS34252,1738060200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,AS267708,1738038600,2,0,2,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8622121810913086,0.9896581172943115
PL,AS49035,1738038600,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12179088592529297,0.12179088592529297
PL,AS198000,1738060200,2,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5102729797363281,0.8850910663604736
UA,AS48045,1738060200,76,69,4,3,0,0,0,0,0,0,22,0,76,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,47.59449601173401,1.9478049278259277
PL,AS198713,1738031400,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45412397384643555,0.45412397384643555
GB,AS49981,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS49981,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3370139598846436,1.3370139598846436
GB,AS49981,1738045800,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789589881896973,0.5789589881896973
IT,AS212726,1738053000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4120969772338867,0.4120969772338867
IT,AS212726,1738060200,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8754589557647705,1.0874700546264648
PL,AS198713,1738038600,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7289578914642334,0.7289578914642334
GB,AS49981,1738053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,AS49981,1738060200,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5797739028930664,0.5797739028930664
PL,AS198713,1738045800,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8694069385528564,0.8694069385528564
LV,AS34001,1738060200,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553497076034546,0.8656389713287354
LV,AS214515,1738060200,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791546106338501,0.791546106338501
ES,AS212833,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.42699694633483887,0.42699694633483887
ES,AS212833,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,AS212833,1738038600,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0463600158691406,1.0463600158691406
CO,AS267708,1738045800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2171800136566162,1.2171800136566162
IT,AS15663,1738024200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1229660511016846,1.1229660511016846
IT,AS15663,1738031400,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2828710079193115,1.2828710079193115
DE,AS203865,1738024200,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5098528861999512,0.5098528861999512
DE,AS203865,1738031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,AS203865,1738038600,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23631811141967773,0.23631811141967773
